tweet_id,retweet_count,favorite_count
667530908589760512,206,411
667524857454854144,961,1493
667517642048163840,165,330
667509364010450944,1856,6025
667502640335572993,192,484
667495797102141441,231,457
667491009379606528,187,456
667470559035432960,85,225
667455448082227200,53,170
667453023279554560,73,279
667443425659232256,484,680
667437278097252352,197,395
667435689202614272,76,267
667405339315146752,194,409
667393430834667520,50,168
667369227918143488,142,328
667211855547486208,209,425
667200525029539841,227,540
667192066997374976,86,332
667188689915760640,328,640
667182792070062081,5240,12476
667177989038297088,48,164
667176164155375616,384,523
667174963120574464,69,218
667171260800061440,71,186
667165590075940865,961,2371
667160273090932737,50,217
667152164079423490,14536,42071
667138269671505920,1854,3989
667119796878725120,104,284
667090893657276420,104,286
667073648344346624,103,350
667070482143944705,12,72
667065535570550784,40,143
667062181243039745,45,192
667044094246576128,43,162
667012601033924608,185,392
666996132027977728,78,213
666983947667116034,840,2236
666837028449972224,466,701
666835007768551424,64,183
666826780179869698,78,218
666817836334096384,209,442
666804364988780544,78,206
666786068205871104,408,655
666781792255496192,168,324
666776908487630848,148,303
666739327293083650,59,207
666701168228331520,181,371
666691418707132416,41,160
666649482315059201,522,992
666644823164719104,68,207
666454714377183233,178,446
666447344410484738,19,90
666437273139982337,40,106
666435652385423360,41,137
666430724426358785,159,275
666428276349472768,67,139
666421158376562688,90,272
666418789513326592,39,106
666411507551481857,261,371
666407126856765440,30,93
666396247373291520,68,147
666373753744588802,73,162
666362758909284353,463,646
666353288456101888,56,178
666345417576210432,121,242
666337882303524864,79,168
666293911632134144,288,425
666287406224695296,55,123
666273097616637952,66,151
666268910803644416,38,99
666104133288665088,5448,12828
666102155909144576,11,66
666099513787052032,53,134
666094000022159362,63,142
666082916733198337,37,92
666073100786774016,129,273
666071193221509120,50,127
666063827256086533,180,396
666058600524156928,47,99
666057090499244032,111,247
666055525042405380,196,365
666051853826850816,697,1023
666050758794694657,50,115
666049248165822465,36,88
666044226329800704,114,246
666033412701032449,36,100
666029285002620928,39,112
666020888022790149,418,2277
